id,RLOIid,catchmentName,dateOpened,datumOffset,easting,label,lat,long,northing,notation,riverName,stageScale,stationReference,status,town,wiskiID,measures,station_id
http://environment.data.gov.uk/flood-monitoring/id/stations/531118,3411,Bristol Avon Little Avon Axe and North Somerset St,2009-07-24,,363940,Bradley Bridge,51.521892,-2.521122,180460,531118,Bradley Brook,http://environment.data.gov.uk/flood-monitoring/id/stations/531118/stageScale,531118,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Winterbourne,530260,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/531118-level-stage-i-15_min-m"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""m""}]",531118
http://environment.data.gov.uk/flood-monitoring/id/stations/52207,3057,"Parrett, Brue and West Somerset Streams",1964-10-01,,358984,Lovington,51.083697,-2.586936,131762,52207,River Brue,http://environment.data.gov.uk/flood-monitoring/id/stations/52207/stageScale,52207,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Lovington,520920,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/52207-level-stage-i-15_min-m"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""m""}]",52207
http://environment.data.gov.uk/flood-monitoring/id/stations/E1147,6063,Witham,1979-01-01,0.02,524600,Goulceby,53.296901,-0.131922,379400,E1147,River Bain,http://environment.data.gov.uk/flood-monitoring/id/stations/E1147/stageScale,E1147,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Goulceby,030011,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/E1147-level-stage-i-15_min-mASD"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""mASD""}]",E1147
http://environment.data.gov.uk/flood-monitoring/id/stations/E70039,6282,England - East Coast,2012-01-19,,654780,Lowestoft,52.473075,1.750085,292741,E70039,Tide,http://environment.data.gov.uk/flood-monitoring/id/stations/E70039/stageScale,E70039,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Lowestoft,,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/E70039-level-tidal_level-Mean-15_min-mAOD"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Tidal Level"", ""unitName"": ""mAOD""}]",E70039
http://environment.data.gov.uk/flood-monitoring/id/stations/E70024,,,,,654781,Lowestoft,52.47311,1.75011,292745,E70024,,,E70024,,Lowestoft,,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/E70024-level-tidal_level-Mean-15_min-m"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Tidal Level"", ""unitName"": ""m""}]",E70024
http://environment.data.gov.uk/flood-monitoring/id/stations/693115,5197,Upper Mersey,2006-10-27,,380508,Northern Moor,53.407591,-2.294665,390128,693115,Baguley Brook,http://environment.data.gov.uk/flood-monitoring/id/stations/693115/stageScale,693115,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Northern Moor,693115,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/693115-level-stage-i-15_min-m"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""m""}]",693115
http://environment.data.gov.uk/flood-monitoring/id/stations/690611,5034,Northern Manchester,1995-04-27,,384850,Collyhurst Weir,53.493682,-2.229815,399690,690611,River Irk,http://environment.data.gov.uk/flood-monitoring/id/stations/690611/stageScale,690611,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Manchester,690611,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/690611-level-stage-i-15_min-m"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""m""}]",690611
http://environment.data.gov.uk/flood-monitoring/id/stations/E21720,6199,Cam and Ely Ouse (Including South Level),1980-04-15,,541524,Haslingfield Burnt Mill,52.151539,0.067146,252377,E21720,River Rhee,http://environment.data.gov.uk/flood-monitoring/id/stations/E21720/stageScale,E21720,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Haslingfield,033021,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/E21720-level-stage-i-15_min-m"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""m""}]",E21720
http://environment.data.gov.uk/flood-monitoring/id/stations/2804TH,7174,Pinn,2000-01-01,,512244,"Pinner, Eastcote Road",51.589297,-0.381167,189069,2804TH,River Pinn,http://environment.data.gov.uk/flood-monitoring/id/stations/2804TH/stageScale,2804TH,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Pinner,2804TH,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/2804TH-level-stage-i-15_min-mASD"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""mASD""}]",2804TH
http://environment.data.gov.uk/flood-monitoring/id/stations/2406TH,7135,Loddon,2006-01-01,,465884,Chineham,51.296962,-1.056426,155738,2406TH,Petty's Brook,http://environment.data.gov.uk/flood-monitoring/id/stations/2406TH/stageScale,2406TH,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Chineham,2406TH,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/2406TH-level-stage-i-15_min-mASD"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""mASD""}]",2406TH
http://environment.data.gov.uk/flood-monitoring/id/stations/4615TH,7329,Upper Lee,2000-01-01,,505740,"Luton, Toddington Road",51.908463,-0.46427,224440,4615TH,River Lee,http://environment.data.gov.uk/flood-monitoring/id/stations/4615TH/stageScale,4615TH,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Leagrave,4615TH,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/4615TH-level-downstage-i-15_min-mASD"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Downstream Stage"", ""unitName"": ""mASD""}, {""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/4615TH-level-height-i-15_min-mASD"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Height"", ""unitName"": ""mASD""}, {""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/4615TH-level-stage-i-15_min-mASD"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""mASD""}]",4615TH
http://environment.data.gov.uk/flood-monitoring/id/stations/43165,3374,Hampshire Avon,2008-10-20,,413860,Salisbury Ashley Road,51.076527,-1.803528,130819,43165,River Avon,http://environment.data.gov.uk/flood-monitoring/id/stations/43165/stageScale,43165,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Salisbury,432170,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/43165-level-stage-i-15_min-m"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""m""}]",43165
http://environment.data.gov.uk/flood-monitoring/id/stations/2020,2014,Shropshire Middle Severn,1963-09-25,,343440,Yeaton,52.76777,-2.839715,319240,2020,River Perry,http://environment.data.gov.uk/flood-monitoring/id/stations/2020/stageScale,2020,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Yeaton,2020,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/2020-level-stage-i-15_min-mASD"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""mASD""}]",2020
http://environment.data.gov.uk/flood-monitoring/id/stations/3400TH,7267,Thames from Hurley to Teddington,1983-01-01,,517700,Kingston,51.415005,-0.308869,169800,3400TH,River Thames,http://environment.data.gov.uk/flood-monitoring/id/stations/3400TH/stageScale,3400TH,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Kingston Upon Thames,3400TH,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/3400TH-flow--Mean-15_min-m3_s"", ""parameter"": ""flow"", ""parameterName"": ""Flow"", ""period"": 900, ""qualifier"": """", ""unitName"": ""m3/s""}, {""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/3400TH-flow--i-15_min-m3_s"", ""parameter"": ""flow"", ""parameterName"": ""Flow"", ""period"": 900, ""qualifier"": """", ""unitName"": ""m3/s""}, {""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/3400TH-flow-water-i-15_min-m3_s"", ""parameter"": ""flow"", ""parameterName"": ""Flow"", ""period"": 900, ""qualifier"": ""Water"", ""unitName"": ""m3/s""}, {""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/3400TH-level-stage-i-15_min-mAOD"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""mAOD""}]",3400TH
http://environment.data.gov.uk/flood-monitoring/id/stations/L1931,8277,Wharfe and Lower Ouse,2007-11-07,,407551,"Addingham, Town Beck",53.944393,-1.886441,449817,L1931,Town Beck,http://environment.data.gov.uk/flood-monitoring/id/stations/L1931/stageScale,L1931,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Addingham,L1931,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/L1931-level-stage-i-15_min-m"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""m""}]",L1931
http://environment.data.gov.uk/flood-monitoring/id/stations/44112,3288,West Dorset Streams,1989-06-01,,354990,Litton Cheney,50.710758,-2.638832,90320,44112,Litton Cheney Stream,http://environment.data.gov.uk/flood-monitoring/id/stations/44112/stageScale,44112,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Litton Cheney,447010,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/44112-level-stage-i-15_min-m"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""m""}]",44112
http://environment.data.gov.uk/flood-monitoring/id/stations/023008,8167,Tyne,1968-01-01,,386800,Rede Bridge,55.142955,-2.208614,583200,023008,River Rede,http://environment.data.gov.uk/flood-monitoring/id/stations/023008/stageScale,023008,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Redesmouth,023008,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/023008-level-stage-i-15_min-m"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""m""}]",023008
http://environment.data.gov.uk/flood-monitoring/id/stations/690203,5231,Northern Manchester,1993-02-26,,388275,Rochdale,53.611067,-2.178685,412740,690203,River Roch,http://environment.data.gov.uk/flood-monitoring/id/stations/690203/stageScale,690203,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Rochdale,690203,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/690203-level-stage-i-15_min-m"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""m""}]",690203
http://environment.data.gov.uk/flood-monitoring/id/stations/4036,2114,Idle and Torne,1969-07-24,,469990,Twyford Bridge,53.26962,-0.952008,375250,4036,River Poulter,http://environment.data.gov.uk/flood-monitoring/id/stations/4036/stageScale,4036,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Elkesley,4036,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/4036-flow--i-15_min-m3_s"", ""parameter"": ""flow"", ""parameterName"": ""Flow"", ""period"": 900, ""qualifier"": """", ""unitName"": ""m3/s""}, {""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/4036-level-stage-i-15_min-mASD"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""mASD""}]",4036
http://environment.data.gov.uk/flood-monitoring/id/stations/46128,3210,Teign Torbay and South Hams,1997-01-01,,277090,Rolster Bridge,50.393426,-3.73051,56270,46128,River Harbourne,http://environment.data.gov.uk/flood-monitoring/id/stations/46128/stageScale,46128,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Harbertonford,S46456_FW,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/46128-level-stage-i-15_min-m"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""m""}]",46128
http://environment.data.gov.uk/flood-monitoring/id/stations/4827TH,7338,Beane,1973-01-01,,527488,Bragbury Park,51.874477,-0.149495,221164,4827TH,Stevenage Brook,http://environment.data.gov.uk/flood-monitoring/id/stations/4827TH/stageScale,4827TH,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Bragbury End,4827TH,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/4827TH-level-stage-i-15_min-mASD"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""mASD""}]",4827TH
http://environment.data.gov.uk/flood-monitoring/id/stations/055003_TG_316,4019,Wye,1970-01-01,,354850,Lugwardine,52.061919,-2.659977,240600,055003_TG_316,River Lugg,http://environment.data.gov.uk/flood-monitoring/id/stations/055003_TG_316/stageScale,055003_TG 316,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Lugwardine,055003,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/055003_TG_316-level-stage-i-15_min-mASD"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""mASD""}]",055003_TG_316
http://environment.data.gov.uk/flood-monitoring/id/stations/L2011,8078,Wharfe and Lower Ouse,1996-03-31,,455512,Nun Appleton Fleet Pumping Station,53.851542,-1.15762,439809,L2011,River Wharfe,http://environment.data.gov.uk/flood-monitoring/id/stations/L2011/stageScale,L2011,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Nun Appleton,L2011,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/L2011-level-stage-i-15_min----"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""---""}, {""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/L2011-level-stage-i-15_min-m"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""m""}, {""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/L2011-level-stage-i-15_min-mAOD"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""mAOD""}]",L2011
http://environment.data.gov.uk/flood-monitoring/id/stations/L08015,8064,Don and Rother,2004-02-23,,442100,Darfield Bridge,53.536358,-1.366253,404600,L08015,River Dearne,http://environment.data.gov.uk/flood-monitoring/id/stations/L08015/stageScale,L08015,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Darfield,L08015,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/L08015-level-stage-i-15_min----"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""---""}, {""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/L08015-level-stage-i-15_min-m"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""m""}]",L08015
http://environment.data.gov.uk/flood-monitoring/id/stations/2206,2204,Severn Vale,2009-04-07,,385049,Merrywalks,51.746918,-2.217953,205381,2206,Slad Brook,http://environment.data.gov.uk/flood-monitoring/id/stations/2206/stageScale,2206,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Stroud,2206,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/2206-level-downstage-i-15_min-mASD"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Downstream Stage"", ""unitName"": ""mASD""}, {""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/2206-level-stage-i-15_min-mASD"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""mASD""}]",2206
http://environment.data.gov.uk/flood-monitoring/id/stations/4161,2188,Soar,2001-12-17,,465490,Great Glen,52.574167,-1.035067,297810,4161,River Sence,http://environment.data.gov.uk/flood-monitoring/id/stations/4161/stageScale,4161,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Great Glen,4161,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/4161-level-stage-i-15_min-mASD"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""mASD""}]",4161
http://environment.data.gov.uk/flood-monitoring/id/stations/693426,5114,Upper Mersey,2008-03-21,,390190,Prestbury,53.289231,-2.148611,376930,693426,River Bollin,http://environment.data.gov.uk/flood-monitoring/id/stations/693426/stageScale,693426,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Prestbury,693426,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/693426-level-stage-i-15_min-m"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""m""}]",693426
http://environment.data.gov.uk/flood-monitoring/id/stations/E72639,3014,England - South Coast,2012-02-24,,349530,Avonmouth Portbury,51.49999,-2.728468,178147,E72639,Tide,http://environment.data.gov.uk/flood-monitoring/id/stations/E72639/stageScale,E72639,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Avonmouth,530102_FW,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/E72639-level-tidal_level-Mean-15_min-mAOD"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Tidal Level"", ""unitName"": ""mAOD""}]",E72639
http://environment.data.gov.uk/flood-monitoring/id/stations/E72624,,,,,349530,Avonmouth Portbury,51.5,-2.72847,178148,E72624,,,E72624,,,,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/E72624-level-tidal_level-Mean-15_min-m"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Tidal Level"", ""unitName"": ""m""}]",E72624
http://environment.data.gov.uk/flood-monitoring/id/stations/730506,5225,South Cumbria,2010-02-23,,351826,Victoria Bridge,54.330571,-2.742287,493034,730506,River Kent,http://environment.data.gov.uk/flood-monitoring/id/stations/730506/stageScale,730506,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,"Victoria Bridge, Kendal",730506,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/730506-level-stage-i-15_min-m"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""m""}]",730506
http://environment.data.gov.uk/flood-monitoring/id/stations/53131,3039,Bristol Avon Little Avon Axe and North Somerset St,1987-02-05,,368135,Bitton,51.426965,-2.459703,169874,53131,River Boyd,http://environment.data.gov.uk/flood-monitoring/id/stations/53131/stageScale,53131,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Bitton,530350,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/53131-level-2-i-15_min-m"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""2"", ""unitName"": ""m""}, {""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/53131-level-3-i-15_min-m"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""3"", ""unitName"": ""m""}, {""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/53131-level-stage-i-15_min-m"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""m""}]",53131
http://environment.data.gov.uk/flood-monitoring/id/stations/43216,3299,Dorset Stour,1974-11-01,,400800,Walford Mill,50.805852,-1.990007,100700,43216,River Allen,http://environment.data.gov.uk/flood-monitoring/id/stations/43216/stageScale,43216,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Wimborne Minster,433540,"[{""@id"": ""http://environment.data.gov.uk/flood-monitoring/id/measures/43216-level-stage-i-15_min-m"", ""parameter"": ""level"", ""parameterName"": ""Water Level"", ""period"": 900, ""qualifier"": ""Stage"", ""unitName"": ""m""}]",43216
